,model,finetuned_dataset,model_name,dataset_name,task_type,batch_size,lr_scheduler_type,learning_rate,gradient_accumulation_steps,num_train_epochs,seed,dataset_path,train_runtime,eval_accuracy,push_to_hub,hub_model_id,push_to_hub_organization,hub_token,peft_method,lora_attention_dimension,lora_alpha,lora_dropout,lora_bias
888,connectivity/bert_ft_qqp-1,tweet_eval/emotion,connectivity/bert_ft_qqp-1,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,66.58940815925598,0.7727272727272727,True,,TransferGraph,,,,,,
889,Alassea/glue_sst_classifier,tweet_eval/emotion,Alassea/glue_sst_classifier,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,64.6592710018158,0.7967914438502673,True,,TransferGraph,,,,,,
890,bert-large-uncased,tweet_eval/emotion,bert-large-uncased,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,178.76591539382937,0.8128342245989305,True,,TransferGraph,,,,,,
891,roberta-large,tweet_eval/emotion,roberta-large,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,187.62063431739807,0.8101604278074866,True,,TransferGraph,,,,,,
892,Jeevesh8/lecun_feather_berts-8,tweet_eval/emotion,Jeevesh8/lecun_feather_berts-8,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,58.928412437438965,0.7914438502673797,True,,TransferGraph,,,,,,
893,anferico/bert-for-patents,tweet_eval/emotion,anferico/bert-for-patents,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,169.12502479553223,0.7245989304812834,True,,TransferGraph,,,,,,
894,morenolq/SumTO_FNS2020,tweet_eval/emotion,morenolq/SumTO_FNS2020,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,60.31322169303894,0.7245989304812834,True,,TransferGraph,,,,,,
895,navteca/quora-roberta-base,tweet_eval/emotion,navteca/quora-roberta-base,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,66.62306761741638,0.7593582887700535,True,,TransferGraph,,,,,,
896,IMSyPP/hate_speech_nl,tweet_eval/emotion,IMSyPP/hate_speech_nl,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,70.007559299469,0.5,True,,TransferGraph,,,,,,
897,cross-encoder/ms-marco-MiniLM-L-4-v2,tweet_eval/emotion,cross-encoder/ms-marco-MiniLM-L-4-v2,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,33.29750394821167,0.7058823529411765,True,,TransferGraph,,,,,,
898,Jeevesh8/lecun_feather_berts-7,tweet_eval/emotion,Jeevesh8/lecun_feather_berts-7,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,63.00264644622803,0.7914438502673797,True,,TransferGraph,,,,,,
899,Nanatan/distilbert-base-uncased-finetuned-emotion,tweet_eval/emotion,Nanatan/distilbert-base-uncased-finetuned-emotion,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,61.473363399505615,0.7540106951871658,True,,TransferGraph,,,,,,
900,connectivity/bert_ft_qqp-94,tweet_eval/emotion,connectivity/bert_ft_qqp-94,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,59.671189069747925,0.786096256684492,True,,TransferGraph,,,,,,
901,w11wo/sundanese-bert-base-emotion-classifier,tweet_eval/emotion,w11wo/sundanese-bert-base-emotion-classifier,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,62.81556749343872,0.5935828877005348,True,,TransferGraph,,,,,,
902,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,tweet_eval/emotion,Hate-speech-CNERG/bert-base-uncased-hatexplain-rationale-two,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,63.1868679523468,0.7914438502673797,True,,TransferGraph,,,,,,
903,Jeevesh8/bert_ft_cola-60,tweet_eval/emotion,Jeevesh8/bert_ft_cola-60,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,106.8889307975769,0.7780748663101604,True,,TransferGraph,,,,,,
904,matthewburke/korean_sentiment,tweet_eval/emotion,matthewburke/korean_sentiment,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,84.68054270744324,0.6497326203208557,True,,TransferGraph,,,,,,
905,Jeevesh8/bert_ft_qqp-39,tweet_eval/emotion,Jeevesh8/bert_ft_qqp-39,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,108.03227257728577,0.7834224598930482,True,,TransferGraph,,,,,,
906,navsad/navid_test_bert,tweet_eval/emotion,navsad/navid_test_bert,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,113.47499799728394,0.7780748663101604,True,,TransferGraph,,,,,,
907,Jeevesh8/bert_ft_cola-88,tweet_eval/emotion,Jeevesh8/bert_ft_cola-88,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,58.57392239570618,0.7967914438502673,True,,TransferGraph,,,,,,
908,waboucay/camembert-base-finetuned-xnli_fr-finetuned-nli-rua_wl,tweet_eval/emotion,waboucay/camembert-base-finetuned-xnli_fr-finetuned-nli-rua_wl,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,66.24532413482666,0.5320855614973262,True,,TransferGraph,,,,,,
909,aditeyabaral/finetuned-sail2017-xlm-roberta-base,tweet_eval/emotion,aditeyabaral/finetuned-sail2017-xlm-roberta-base,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,86.43979406356812,0.7780748663101604,True,,TransferGraph,,,,,,
910,cross-encoder/quora-roberta-base,tweet_eval/emotion,cross-encoder/quora-roberta-base,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,62.5007541179657,0.7513368983957219,True,,TransferGraph,,,,,,
911,ishan/bert-base-uncased-mnli,tweet_eval/emotion,ishan/bert-base-uncased-mnli,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,59.81935238838196,0.7967914438502673,True,,TransferGraph,,,,,,
912,socialmediaie/TRAC2020_IBEN_B_bert-base-multilingual-uncased,tweet_eval/emotion,socialmediaie/TRAC2020_IBEN_B_bert-base-multilingual-uncased,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,68.24829983711243,0.7566844919786097,True,,TransferGraph,,,,,,
913,korca/bae-roberta-base-boolq,tweet_eval/emotion,korca/bae-roberta-base-boolq,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,113.52618050575256,0.7566844919786097,True,,TransferGraph,,,,,,
914,mrm8488/codebert-base-finetuned-detect-insecure-code,tweet_eval/emotion,mrm8488/codebert-base-finetuned-detect-insecure-code,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,66.58316946029663,0.7272727272727273,True,,TransferGraph,,,,,,
915,aychang/bert-base-cased-trec-coarse,tweet_eval/emotion,aychang/bert-base-cased-trec-coarse,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,76.34506845474243,0.7887700534759359,True,,TransferGraph,,,,,,
916,connectivity/bert_ft_qqp-96,tweet_eval/emotion,connectivity/bert_ft_qqp-96,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,59.21314430236816,0.7834224598930482,True,,TransferGraph,,,,,,
917,M47Labs/spanish_news_classification_headlines_untrained,tweet_eval/emotion,M47Labs/spanish_news_classification_headlines_untrained,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,79.89186263084412,0.6844919786096256,True,,TransferGraph,,,,,,
918,XSY/albert-base-v2-imdb-calssification,tweet_eval/emotion,XSY/albert-base-v2-imdb-calssification,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,52.22276711463928,0.7433155080213903,True,,TransferGraph,,,,,,
919,cardiffnlp/bertweet-base-stance-climate,tweet_eval/emotion,cardiffnlp/bertweet-base-stance-climate,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,113.06128120422365,0.7727272727272727,True,,TransferGraph,,,,,,
920,zenkri/autotrain-Arabic_Poetry_by_Subject-920730230,tweet_eval/emotion,zenkri/autotrain-Arabic_Poetry_by_Subject-920730230,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,64.1742525100708,0.7754010695187166,True,,TransferGraph,,,,,,
921,cointegrated/roberta-base-formality,tweet_eval/emotion,cointegrated/roberta-base-formality,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,64.82764554023743,0.7941176470588235,True,,TransferGraph,,,,,,
922,fgaim/tiroberta-geezswitch,tweet_eval/emotion,fgaim/tiroberta-geezswitch,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,130.86090850830078,0.6256684491978609,True,,TransferGraph,,,,,,
923,CAMeL-Lab/bert-base-arabic-camelbert-da-sentiment,tweet_eval/emotion,CAMeL-Lab/bert-base-arabic-camelbert-da-sentiment,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,76.54348540306091,0.427807486631016,True,,TransferGraph,,,,,,
924,bondi/bert-semaphore-prediction-w4,tweet_eval/emotion,bondi/bert-semaphore-prediction-w4,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,78.86396932601929,0.5989304812834224,True,,TransferGraph,,,,,,
925,fabriceyhc/bert-base-uncased-imdb,tweet_eval/emotion,fabriceyhc/bert-base-uncased-imdb,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,58.691182374954224,0.7727272727272727,True,,TransferGraph,,,,,,
926,boychaboy/MNLI_roberta-base,tweet_eval/emotion,boychaboy/MNLI_roberta-base,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,77.49551558494568,0.7887700534759359,True,,TransferGraph,,,,,,
927,gchhablani/bert-base-cased-finetuned-rte,tweet_eval/emotion,gchhablani/bert-base-cased-finetuned-rte,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,61.089619159698486,0.8048128342245989,True,,TransferGraph,,,,,,
928,classla/bcms-bertic-parlasent-bcs-ter,tweet_eval/emotion,classla/bcms-bertic-parlasent-bcs-ter,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,70.68569993972778,0.7433155080213903,True,,TransferGraph,,,,,,
929,ali2066/DistilBERTFINAL_ctxSentence_TRAIN_editorials_TEST_NULL_second_train_set_null_False,tweet_eval/emotion,ali2066/DistilBERTFINAL_ctxSentence_TRAIN_editorials_TEST_NULL_second_train_set_null_False,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,66.4633960723877,0.820855614973262,True,,TransferGraph,,,,,,
930,Raychanan/COVID_RandomOver,tweet_eval/emotion,Raychanan/COVID_RandomOver,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,64.42609310150146,0.427807486631016,True,,TransferGraph,,,,,,
931,elozano/tweet_offensive_eval,tweet_eval/emotion,elozano/tweet_offensive_eval,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,66.40505647659302,0.4946524064171123,True,,TransferGraph,,,,,,
932,emrecan/bert-base-multilingual-cased-snli_tr,tweet_eval/emotion,emrecan/bert-base-multilingual-cased-snli_tr,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,72.65962934494019,0.7112299465240641,True,,TransferGraph,,,,,,
933,anvay/finetuning-cardiffnlp-sentiment-model,tweet_eval/emotion,anvay/finetuning-cardiffnlp-sentiment-model,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,67.26819396018982,0.8315508021390374,True,,TransferGraph,,,,,,
934,joebobby/finetuning-sentiment-model-5000-samples3,tweet_eval/emotion,joebobby/finetuning-sentiment-model-5000-samples3,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,58.54455757141113,0.7780748663101604,True,,TransferGraph,,,,,,
935,JonatanGk/roberta-base-ca-finetuned-hate-speech-offensive-catalan,tweet_eval/emotion,JonatanGk/roberta-base-ca-finetuned-hate-speech-offensive-catalan,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,134.98399662971497,0.6417112299465241,True,,TransferGraph,,,,,,
936,Jeevesh8/feather_berts_92,tweet_eval/emotion,Jeevesh8/feather_berts_92,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,57.96982026100159,0.8128342245989305,True,,TransferGraph,,,,,,
937,YeRyeongLee/electra-base-discriminator-finetuned-filtered-0602,tweet_eval/emotion,YeRyeongLee/electra-base-discriminator-finetuned-filtered-0602,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,61.3176794052124,0.427807486631016,True,,TransferGraph,,,,,,
938,gchhablani/bert-base-cased-finetuned-wnli,tweet_eval/emotion,gchhablani/bert-base-cased-finetuned-wnli,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,64.49342966079712,0.7887700534759359,True,,TransferGraph,,,,,,
939,CAMeL-Lab/bert-base-arabic-camelbert-mix-did-nadi,tweet_eval/emotion,CAMeL-Lab/bert-base-arabic-camelbert-mix-did-nadi,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,76.3379020690918,0.6550802139037433,True,,TransferGraph,,,,,,
940,Monsia/camembert-fr-covid-tweet-classification,tweet_eval/emotion,Monsia/camembert-fr-covid-tweet-classification,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,75.70386219024658,0.7032085561497327,True,,TransferGraph,,,,,,
941,mrm8488/electricidad-base-finetuned-pawsx-es,tweet_eval/emotion,mrm8488/electricidad-base-finetuned-pawsx-es,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,78.79215884208679,0.5962566844919787,True,,TransferGraph,,,,,,
942,ASCCCCCCCC/distilbert-base-chinese-amazon_zh_20000,tweet_eval/emotion,ASCCCCCCCC/distilbert-base-chinese-amazon_zh_20000,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,63.12967276573181,0.679144385026738,True,,TransferGraph,,,,,,
943,manueltonneau/bert-twitter-en-is-hired,tweet_eval/emotion,manueltonneau/bert-twitter-en-is-hired,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,58.08532238006592,0.7914438502673797,True,,TransferGraph,,,,,,
944,ChrisUPM/BioBERT_Re_trained,tweet_eval/emotion,ChrisUPM/BioBERT_Re_trained,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,64.5983464717865,0.7192513368983957,True,,TransferGraph,,,,,,
945,Guscode/DKbert-hatespeech-detection,tweet_eval/emotion,Guscode/DKbert-hatespeech-detection,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,62.590110063552856,0.6497326203208557,True,,TransferGraph,,,,,,
946,kyleinincubated/autonlp-cat333-624217911,tweet_eval/emotion,kyleinincubated/autonlp-cat333-624217911,emotion,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,74.346271276474,0.6951871657754011,True,,TransferGraph,,,,,,
947,Jeevesh8/init_bert_ft_qqp-33,tweet_eval/irony,Jeevesh8/init_bert_ft_qqp-33,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,61.62352252006531,0.6816753926701571,True,,TransferGraph,,,,,,
948,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,tweet_eval/irony,ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,46.634307622909546,0.6460732984293194,True,,TransferGraph,,,,,,
949,vaariis/distilbert-base-uncased-finetuned-emotion,tweet_eval/irony,vaariis/distilbert-base-uncased-finetuned-emotion,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,36.05168795585632,0.6785340314136126,True,,TransferGraph,,,,,,
950,philschmid/tiny-distilbert-classification,tweet_eval/irony,philschmid/tiny-distilbert-classification,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,22.23183870315552,0.4774869109947644,True,,TransferGraph,,,,,,
951,heranm/finetuning-sentiment-model-3000-samples,tweet_eval/irony,heranm/finetuning-sentiment-model-3000-samples,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,36.39941000938416,0.6900523560209424,True,,TransferGraph,,,,,,
952,marcelcastrobr/sagemaker-distilbert-emotion,tweet_eval/irony,marcelcastrobr/sagemaker-distilbert-emotion,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,36.14200258255005,0.6722513089005235,True,,TransferGraph,,,,,,
953,jasonyim2/distilbert-base-uncased-finetuned-emotion,tweet_eval/irony,jasonyim2/distilbert-base-uncased-finetuned-emotion,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,36.42253088951111,0.6732984293193718,True,,TransferGraph,,,,,,
954,riyadhctg/distilbert-base-uncased-finetuned-cola,tweet_eval/irony,riyadhctg/distilbert-base-uncased-finetuned-cola,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,36.269959688186646,0.643979057591623,True,,TransferGraph,,,,,,
955,dapang/distilroberta-base-mic-sym,tweet_eval/irony,dapang/distilroberta-base-mic-sym,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,40.370028018951416,0.724607329842932,True,,TransferGraph,,,,,,
956,PrasunMishra/finetuning-sentiment-model-3000-samples,tweet_eval/irony,PrasunMishra/finetuning-sentiment-model-3000-samples,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,36.19285607337952,0.6848167539267016,True,,TransferGraph,,,,,,
957,nurkayevaa/autonlp-bert-covid-407910458,tweet_eval/irony,nurkayevaa/autonlp-bert-covid-407910458,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,36.48266124725342,0.6900523560209424,True,,TransferGraph,,,,,,
958,SetFit/distilbert-base-uncased__sst2__train-16-0,tweet_eval/irony,SetFit/distilbert-base-uncased__sst2__train-16-0,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,36.33785390853882,0.6963350785340314,True,,TransferGraph,,,,,,
959,abdelkader/distilbert-base-uncased-finetuned-emotion,tweet_eval/irony,abdelkader/distilbert-base-uncased-finetuned-emotion,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,39.40751791000366,0.6659685863874345,True,,TransferGraph,,,,,,
960,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,tweet_eval/irony,SetFit/distilbert-base-uncased__hate_speech_offensive__train-16-1,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,36.07490944862366,0.6649214659685864,True,,TransferGraph,,,,,,
961,gchhablani/fnet-base-finetuned-sst2,tweet_eval/irony,gchhablani/fnet-base-finetuned-sst2,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,54.45611834526062,0.6544502617801047,True,,TransferGraph,,,,,,
962,Capreolus/bert-base-msmarco,tweet_eval/irony,Capreolus/bert-base-msmarco,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,66.70394802093506,0.6921465968586388,True,,TransferGraph,,,,,,
963,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,tweet_eval/irony,Splend1dchan/bert-base-uncased-slue-goldtrascription-e3-lr1e-4,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,61.64572739601135,0.7036649214659686,True,,TransferGraph,,,,,,
964,crcb/isear_bert,tweet_eval/irony,crcb/isear_bert,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,62.66663575172424,0.7256544502617801,True,,TransferGraph,,,,,,
965,connectivity/cola_6ep_ft-33,tweet_eval/irony,connectivity/cola_6ep_ft-33,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,63.38411593437195,0.6743455497382199,True,,TransferGraph,,,,,,
966,Jeevesh8/init_bert_ft_qqp-49,tweet_eval/irony,Jeevesh8/init_bert_ft_qqp-49,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,63.3076286315918,0.6879581151832461,True,,TransferGraph,,,,,,
967,Jeevesh8/feather_berts_46,tweet_eval/irony,Jeevesh8/feather_berts_46,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,63.59560418128967,0.7047120418848167,True,,TransferGraph,,,,,,
968,connectivity/cola_6ep_ft-22,tweet_eval/irony,connectivity/cola_6ep_ft-22,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,63.33039975166321,0.6628272251308901,True,,TransferGraph,,,,,,
969,yukta10/finetuning-sentiment-model-3000-samples,tweet_eval/irony,yukta10/finetuning-sentiment-model-3000-samples,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,36.39166593551636,0.6565445026178011,True,,TransferGraph,,,,,,
970,JonatanGk/roberta-base-bne-finetuned-cyberbullying-spanish,tweet_eval/irony,JonatanGk/roberta-base-bne-finetuned-cyberbullying-spanish,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,75.64254760742188,0.6010471204188481,True,,TransferGraph,,,,,,
971,cambridgeltl/guardian_news_distilbert-base-uncased,tweet_eval/irony,cambridgeltl/guardian_news_distilbert-base-uncased,irony,sequence_classification,16.0,linear,2e-05,1.0,5.0,42.0,tweet_eval,36.32065010070801,0.6523560209424084,True,,TransferGraph,,,,,,
